date,pig,path,weight,area
28/07/2021,10,./imagenes/derechos/C1/C1_10_2021-07-28_93_.jpg,8.7,28018.42352305333
30/07/2021,10,./imagenes/derechos/C1/C1_10_2021-07-30_111_.jpg,8.0,27863.731607130667
30/07/2021,10,./imagenes/derechos/C1/C1_10_2021-07-30_135_.jpg,8.0,
30/07/2021,10,./imagenes/derechos/C1/C1_10_2021-07-30_136_.jpg,8.0,
30/07/2021,10,./imagenes/derechos/C1/C1_10_2021-07-30_140_.jpg,8.0,
30/07/2021,10,./imagenes/derechos/C1/C1_10_2021-07-30_159_.jpg,8.0,
30/07/2021,10,./imagenes/derechos/C1/C1_10_2021-07-30_162_.jpg,8.0,30316.908652339385
30/07/2021,10,./imagenes/derechos/C1/C1_10_2021-07-30_77_.jpg,8.0,25693.288528851102
30/07/2021,10,./imagenes/derechos/C1/C1_10_2021-07-30_80_.jpg,8.0,20415.498860654327
2/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-02_126_.jpg,10.6,28828.604288657043
2/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-02_57_.jpg,10.6,
2/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-02_92_.jpg,10.6,39044.92597509509
4/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-04_41_.jpg,11.6,31856.45362695162
4/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-04_45_.jpg,11.6,
4/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-04_58_.jpg,11.6,27752.308197920738
4/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-04_61_.jpg,11.6,
4/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-04_67_.jpg,11.6,
4/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-04_82_.jpg,11.6,
4/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-04_86_.jpg,11.6,
6/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-06_24_.jpg,12.7,
6/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-06_43_.jpg,12.7,30032.66383733137
6/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-06_51_.jpg,12.7,
6/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-06_74_.jpg,12.7,
6/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-06_91_.jpg,12.7,29134.43361928492
9/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-09_21_.jpg,14.8,32769.39999016287
9/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-09_27_.jpg,14.8,
11/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-11_44_.jpg,16.7,
13/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-13_22_.jpg,16.9,
13/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-13_32_.jpg,16.9,
13/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-13_34_.jpg,16.9,32843.70273303724
25/08/2021,10,./imagenes/derechos/C1/C1_10_2021-08-25_28_.jpg,25.1,37307.38062476454
28/07/2021,1,./imagenes/derechos/C1/C1_1_2021-07-28_129_.jpg,9.0,30671.923197987173
28/07/2021,1,./imagenes/derechos/C1/C1_1_2021-07-28_79_.jpg,9.0,27607.92157658176
28/07/2021,1,./imagenes/derechos/C1/C1_1_2021-07-28_88_.jpg,9.0,24646.265189914913
28/07/2021,1,./imagenes/derechos/C1/C1_1_2021-07-28_90_.jpg,9.0,25314.231157863567
30/07/2021,1,./imagenes/derechos/C1/C1_1_2021-07-30_63_.jpg,9.7,
30/07/2021,1,./imagenes/derechos/C1/C1_1_2021-07-30_88_.jpg,9.7,
2/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-02_104_.jpg,11.6,34357.07801126124
2/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-02_146_.jpg,11.6,30109.431933366708
2/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-02_71_.jpg,11.6,26453.476236101233
2/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-02_92_.jpg,11.6,
4/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-04_28_.jpg,11.6,33244.05539644835
4/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-04_54_.jpg,11.6,28698.293449494304
4/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-04_57_.jpg,11.6,
4/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-04_60_.jpg,11.6,25561.567752881034
6/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-06_17_.jpg,12.5,28186.28670631972
6/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-06_57_.jpg,12.5,
6/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-06_72_.jpg,12.5,33496.11447806397
9/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-09_33_.jpg,12.8,35182.064252872115
9/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-09_40_.jpg,12.8,38888.6991413824
9/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-09_42_.jpg,12.8,
11/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-11_29_.jpg,14.2,
11/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-11_39_.jpg,14.2,33950.883274686006
11/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-11_42_.jpg,14.2,
11/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-11_44_.jpg,14.2,34319.40660569718
11/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-11_56_.jpg,14.2,
13/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-13_17_.jpg,15.0,32415.050578338607
13/08/2021,1,./imagenes/derechos/C1/C1_1_2021-08-13_18_.jpg,15.0,29878.69724865079
28/07/2021,2,./imagenes/derechos/C1/C1_2_2021-07-28_108_.jpg,8.8,
28/07/2021,2,./imagenes/derechos/C1/C1_2_2021-07-28_114_.jpg,8.8,
28/07/2021,2,./imagenes/derechos/C1/C1_2_2021-07-28_72_.jpg,8.8,20705.32105432769
28/07/2021,2,./imagenes/derechos/C1/C1_2_2021-07-28_78_.jpg,8.8,26992.52866788055
30/07/2021,2,./imagenes/derechos/C1/C1_2_2021-07-30_116_.jpg,10.1,24152.048236874663
30/07/2021,2,./imagenes/derechos/C1/C1_2_2021-07-30_53_.jpg,10.1,20772.837767613168
30/07/2021,2,./imagenes/derechos/C1/C1_2_2021-07-30_55_.jpg,10.1,
