date,pig,path,weight,area
28/07/2021,10,./imagenes/derechos/C2/C2_10_2021-07-28_66_.jpg,8.3,27914.14003672642
28/07/2021,10,./imagenes/derechos/C2/C2_10_2021-07-28_80_.jpg,8.3,28347.195353260566
28/07/2021,10,./imagenes/derechos/C2/C2_10_2021-07-28_94_.jpg,8.3,
30/07/2021,10,./imagenes/derechos/C2/C2_10_2021-07-30_69_.jpg,10.4,
30/07/2021,10,./imagenes/derechos/C2/C2_10_2021-07-30_82_.jpg,10.4,
2/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-02_101_.jpg,12.5,
2/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-02_106_.jpg,12.5,
4/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-04_118_.jpg,13.2,
4/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-04_129_.jpg,13.2,
4/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-04_87_.jpg,13.2,12678.526356023127
6/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-06_120_.jpg,14.3,28103.744486478066
6/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-06_133_.jpg,14.3,28284.09353080458
6/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-06_166_.jpg,14.3,
6/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-06_39_.jpg,14.3,25855.457452914387
6/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-06_41_.jpg,14.3,25978.797558528884
6/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-06_83_.jpg,14.3,
9/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-09_74_.jpg,15.6,
9/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-09_83_.jpg,15.6,33421.92285349529
11/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-11_101_.jpg,16.2,40252.85907450569
11/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-11_78_.jpg,16.2,
11/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-11_84_.jpg,16.2,42227.246069245375
11/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-11_97_.jpg,16.2,42434.358821192305
13/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-13_74_.jpg,17.6,
27/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-27_33_.jpg,29.0,
28/07/2021,1,./imagenes/derechos/C2/C2_1_2021-07-28_109_.jpg,7.7,
28/07/2021,1,./imagenes/derechos/C2/C2_1_2021-07-28_54_.jpg,7.7,
28/07/2021,1,./imagenes/derechos/C2/C2_1_2021-07-28_67_.jpg,7.7,28851.84173239785
28/07/2021,1,./imagenes/derechos/C2/C2_1_2021-07-28_70_.jpg,7.7,20188.176692752415
30/07/2021,1,./imagenes/derechos/C2/C2_1_2021-07-30_148_.jpg,9.8,
30/07/2021,1,./imagenes/derechos/C2/C2_1_2021-07-30_153_.jpg,9.8,
30/07/2021,1,./imagenes/derechos/C2/C2_1_2021-07-30_77_.jpg,9.8,
2/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-02_73_.jpg,11.7,
2/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-02_84_.jpg,11.7,
4/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-04_108_.jpg,12.4,27904.088743738044
6/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-06_101_.jpg,12.4,
6/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-06_81_.jpg,12.4,34781.30459567809
9/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-09_50_.jpg,14.5,
9/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-09_58_.jpg,14.5,37195.03633682366
9/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-09_62_.jpg,14.5,
9/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-09_81_.jpg,14.5,38837.10868419049
11/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-11_106_.jpg,15.5,
